,electricity-fueltype-nyiso-other_renewables,electricity-fueltype-nyiso-dual_fuel,electricity-fueltype-nyiso-natural_gas,electricity-fueltype-nyiso-hydro,electricity-fueltype-nyiso-nuclear,electricity-fueltype-nyiso-other_fossil_fuels,electricity-fueltype-nyiso-wind
810,255.0,3049.0,2126.0,2170.0,4390.0,2.0,353.0
811,256.0,3053.0,2141.0,2202.0,4388.0,2.0,344.0
812,259.0,3081.0,2171.0,2236.0,4388.0,2.0,335.0
813,261.0,3099.0,2187.0,2209.0,4387.0,2.0,327.0
814,260.0,3135.0,2191.0,2204.0,4387.0,2.0,325.0
815,262.0,3178.0,2203.0,2241.0,4387.0,2.0,324.0
816,262.0,3174.0,2244.0,2240.0,4388.0,2.0,317.0
817,260.0,3186.0,2257.0,2216.0,4387.0,2.0,317.0
818,256.0,3195.0,2268.0,2229.0,4388.0,2.0,318.0
819,256.0,3184.0,2327.0,2182.0,4387.0,2.0,308.0
820,256.0,3189.0,2427.0,2118.0,4386.0,2.0,299.0
821,260.0,3248.0,2504.0,2090.0,4389.0,7.0,291.0
822,264.0,3263.0,2508.0,2085.0,4386.0,24.0,286.0
823,263.0,3315.0,2519.0,2121.0,4385.0,28.0,277.0
824,263.0,3364.0,2555.0,2131.0,4386.0,30.0,282.0
825,259.0,3572.0,2656.0,2211.0,4387.0,37.0,291.0
826,253.0,3704.0,2716.0,2335.0,4387.0,45.0,293.0
827,253.0,3704.0,2716.0,2335.0,4387.0,45.0,293.0
828,257.0,3762.0,2773.0,2526.0,4387.0,62.0,292.0
829,261.0,3812.0,2880.0,2559.0,4389.0,69.0,276.0
830,262.0,3779.0,2890.0,2567.0,4387.0,72.0,272.0
831,259.0,3733.0,2795.0,2604.0,4386.0,65.0,268.0
832,260.0,3751.0,2750.0,2656.0,4387.0,66.0,269.0
833,261.0,3790.0,2786.0,2709.0,4387.0,73.0,270.0
834,259.0,3830.0,2909.0,2692.0,4387.0,83.0,268.0
835,260.0,3811.0,2964.0,2704.0,4386.0,83.0,267.0
836,255.0,3880.0,3007.0,2725.0,4389.0,85.0,262.0
837,255.0,3974.0,3120.0,2781.0,4387.0,88.0,250.0
838,260.0,4025.0,3133.0,2946.0,4389.0,92.0,243.0
839,261.0,4048.0,3103.0,3070.0,4386.0,94.0,247.0
840,269.0,4008.0,3074.0,3047.0,4387.0,94.0,244.0
841,270.0,4045.0,3105.0,2961.0,4388.0,95.0,240.0
842,274.0,4082.0,3121.0,2885.0,4388.0,95.0,232.0
843,275.0,4179.0,3126.0,2937.0,4386.0,104.0,226.0
844,277.0,4172.0,3108.0,3018.0,4388.0,112.0,222.0
845,277.0,4172.0,3108.0,3018.0,4388.0,112.0,222.0
846,270.0,4172.0,3145.0,3296.0,4388.0,113.0,216.0
847,276.0,4192.0,3152.0,3400.0,4386.0,112.0,210.0
848,274.0,4197.0,3189.0,3406.0,4388.0,117.0,205.0
849,268.0,4214.0,3256.0,3349.0,4387.0,123.0,193.0
850,274.0,4310.0,3268.0,3324.0,4388.0,124.0,191.0
851,274.0,4404.0,3285.0,3334.0,4388.0,2.0,187.0
852,278.0,4492.0,3309.0,3337.0,4388.0,2.0,181.0
853,273.0,4595.0,3319.0,3283.0,4388.0,2.0,175.0
854,273.0,4623.0,3295.0,3283.0,4388.0,2.0,164.0
855,278.0,4544.0,3289.0,3308.0,4387.0,2.0,155.0
856,282.0,4493.0,3294.0,3320.0,4387.0,2.0,151.0
857,273.0,4507.0,3292.0,3323.0,4387.0,2.0,152.0
858,268.0,4479.0,3287.0,3324.0,4388.0,2.0,149.0
859,272.0,4495.0,3292.0,3332.0,4388.0,2.0,144.0
860,275.0,4491.0,3284.0,3360.0,4386.0,2.0,142.0
861,276.0,4563.0,3253.0,3446.0,4388.0,2.0,140.0
862,269.0,4660.0,3237.0,3453.0,4388.0,2.0,140.0
863,269.0,4665.0,3236.0,3434.0,4387.0,2.0,135.0
864,270.0,4599.0,3226.0,3395.0,4386.0,2.0,129.0
865,270.0,4549.0,3203.0,3374.0,4387.0,2.0,128.0
866,266.0,4487.0,3193.0,3411.0,4388.0,2.0,129.0
867,270.0,4435.0,3199.0,3357.0,4386.0,2.0,134.0
868,279.0,4391.0,3225.0,3323.0,4388.0,2.0,135.0
869,292.0,4339.0,3224.0,3328.0,4388.0,2.0,142.0
870,289.0,4293.0,3224.0,3331.0,4387.0,2.0,141.0
871,288.0,4266.0,3236.0,3336.0,4388.0,2.0,137.0
872,274.0,4228.0,3272.0,3312.0,4387.0,2.0,132.0
873,266.0,4117.0,3305.0,3297.0,4385.0,2.0,132.0
874,266.0,4066.0,3286.0,3362.0,4387.0,2.0,130.0
875,272.0,4122.0,3308.0,3243.0,4387.0,2.0,129.0
876,268.0,4057.0,3285.0,3212.0,4384.0,2.0,129.0
877,276.0,4016.0,3266.0,3174.0,4384.0,2.0,129.0
878,273.0,4029.0,3272.0,3169.0,4386.0,2.0,137.0
879,269.0,4020.0,3315.0,3196.0,4385.0,2.0,144.0
880,262.0,3974.0,3349.0,3257.0,4385.0,2.0,152.0
881,263.0,3939.0,3373.0,3246.0,4387.0,2.0,155.0
882,268.0,3840.0,3348.0,3194.0,4386.0,2.0,155.0
883,271.0,3862.0,3273.0,3136.0,4387.0,2.0,155.0
884,277.0,3770.0,3234.0,3173.0,4388.0,2.0,156.0
885,278.0,3762.0,3210.0,3175.0,4386.0,2.0,163.0
886,286.0,3689.0,3204.0,3175.0,4386.0,3.0,167.0
887,287.0,3624.0,3205.0,3204.0,4386.0,2.0,169.0
888,287.0,3606.0,3251.0,3232.0,4387.0,2.0,162.0
889,285.0,3567.0,3296.0,3263.0,4386.0,2.0,166.0
890,287.0,3523.0,3323.0,3277.0,4387.0,2.0,173.0
891,288.0,3458.0,3326.0,3234.0,4386.0,2.0,175.0
892,292.0,3385.0,3325.0,3253.0,4387.0,2.0,176.0
893,291.0,3354.0,3324.0,3301.0,4387.0,2.0,170.0
894,289.0,3353.0,3325.0,3351.0,4387.0,2.0,156.0
895,290.0,3348.0,3320.0,3433.0,4386.0,2.0,158.0
896,292.0,3407.0,3318.0,3450.0,4387.0,2.0,164.0
897,292.0,3391.0,3298.0,3379.0,4387.0,2.0,154.0
898,291.0,3381.0,3277.0,3365.0,4386.0,2.0,155.0
899,291.0,3401.0,3268.0,3306.0,4387.0,2.0,158.0
900,289.0,3373.0,3264.0,3241.0,4388.0,2.0,162.0
901,293.0,3357.0,3264.0,3206.0,4387.0,2.0,156.0
902,294.0,3324.0,3259.0,3160.0,4386.0,2.0,163.0
903,290.0,3299.0,3261.0,3161.0,4388.0,2.0,152.0
904,291.0,3314.0,3263.0,3150.0,4386.0,2.0,149.0
905,290.0,3324.0,3265.0,3110.0,4388.0,6.0,154.0
906,292.0,3303.0,3263.0,3124.0,4385.0,31.0,164.0
907,290.0,3294.0,3259.0,3097.0,4386.0,39.0,166.0
908,292.0,3266.0,3275.0,3049.0,4386.0,51.0,163.0
909,291.0,3238.0,3295.0,2921.0,4388.0,65.0,174.0
910,290.0,3209.0,3293.0,2772.0,4387.0,67.0,183.0
911,291.0,3213.0,3292.0,2717.0,4388.0,59.0,178.0
912,290.0,3208.0,3300.0,2650.0,4389.0,69.0,180.0
913,286.0,3198.0,3299.0,2655.0,4386.0,80.0,184.0
914,284.0,3163.0,3289.0,2699.0,4387.0,90.0,180.0
915,295.0,3143.0,3299.0,2724.0,4387.0,97.0,196.0
916,295.0,3148.0,3302.0,2729.0,4388.0,112.0,210.0
917,294.0,3118.0,3300.0,2712.0,4385.0,120.0,217.0
918,292.0,3100.0,3298.0,2698.0,4390.0,126.0,228.0
919,294.0,3121.0,3300.0,2690.0,4390.0,133.0,222.0
920,286.0,3171.0,3303.0,2689.0,4387.0,143.0,227.0
921,284.0,3243.0,3311.0,2807.0,4387.0,149.0,223.0
922,282.0,3303.0,3308.0,2901.0,4386.0,149.0,230.0
923,282.0,3331.0,3301.0,2919.0,4385.0,149.0,237.0
924,282.0,3365.0,3302.0,2956.0,4385.0,152.0,245.0
925,283.0,3408.0,3302.0,2935.0,4387.0,161.0,248.0
926,280.0,3425.0,3300.0,2869.0,4388.0,178.0,253.0
927,280.0,3454.0,3303.0,2806.0,4387.0,193.0,249.0
928,274.0,3465.0,3305.0,2784.0,4386.0,210.0,229.0
929,276.0,3459.0,3309.0,2784.0,4386.0,230.0,213.0
930,279.0,3464.0,3307.0,2797.0,4388.0,258.0,212.0
931,277.0,3453.0,3299.0,2806.0,4384.0,267.0,218.0
932,271.0,3444.0,3301.0,2760.0,4386.0,299.0,216.0
933,276.0,3440.0,3300.0,2736.0,4384.0,320.0,212.0
934,268.0,3404.0,3300.0,2724.0,4386.0,346.0,212.0
935,267.0,3378.0,3300.0,2740.0,4385.0,374.0,219.0
936,271.0,3384.0,3301.0,2716.0,4385.0,398.0,220.0
937,270.0,3373.0,3300.0,2679.0,4386.0,432.0,225.0
938,271.0,3300.0,3300.0,2669.0,4385.0,467.0,226.0
939,270.0,3280.0,3300.0,2670.0,4386.0,502.0,234.0
940,275.0,3272.0,3297.0,2630.0,4385.0,504.0,234.0
941,278.0,3277.0,3295.0,2661.0,4385.0,509.0,218.0
942,272.0,3289.0,3297.0,2714.0,4386.0,510.0,215.0
943,265.0,3328.0,3297.0,2821.0,4383.0,509.0,210.0
944,257.0,3404.0,3295.0,2890.0,4383.0,513.0,201.0
945,260.0,3472.0,3315.0,2948.0,4385.0,516.0,200.0
946,260.0,3506.0,3396.0,2983.0,4383.0,535.0,198.0
947,258.0,3547.0,3403.0,3012.0,4385.0,551.0,190.0
948,264.0,3578.0,3409.0,3036.0,4387.0,566.0,188.0
949,255.0,3613.0,3412.0,3099.0,4385.0,583.0,184.0
950,254.0,3605.0,3414.0,3123.0,4384.0,607.0,169.0
951,257.0,3592.0,3419.0,3132.0,4385.0,622.0,162.0
952,253.0,3570.0,3424.0,3051.0,4385.0,639.0,157.0
953,250.0,3608.0,3428.0,3070.0,4386.0,655.0,145.0
954,253.0,3645.0,3433.0,3102.0,4385.0,672.0,138.0
955,258.0,3735.0,3438.0,3128.0,4384.0,688.0,128.0
956,259.0,3841.0,3432.0,3115.0,4384.0,700.0,118.0
957,256.0,3788.0,3429.0,3033.0,4384.0,713.0,115.0
958,256.0,3788.0,3437.0,2936.0,4386.0,728.0,112.0
959,259.0,3819.0,3431.0,2906.0,4384.0,747.0,104.0
960,259.0,3862.0,3408.0,2894.0,4386.0,759.0,101.0
961,258.0,3867.0,3395.0,2907.0,4386.0,773.0,95.0
962,257.0,3896.0,3411.0,2982.0,4384.0,780.0,102.0
963,257.0,3954.0,3434.0,3056.0,4386.0,795.0,109.0
964,255.0,4004.0,3437.0,3119.0,4387.0,802.0,108.0
965,254.0,4026.0,3435.0,3207.0,4385.0,805.0,106.0
966,250.0,4059.0,3433.0,3313.0,4386.0,813.0,108.0
967,253.0,4096.0,3436.0,3366.0,4385.0,817.0,110.0
968,254.0,4100.0,3441.0,3451.0,4385.0,819.0,104.0
969,256.0,4102.0,3450.0,3478.0,4386.0,822.0,110.0
970,258.0,4179.0,3457.0,3454.0,4385.0,821.0,114.0
971,257.0,4216.0,3463.0,3426.0,4384.0,821.0,121.0
972,258.0,4213.0,3466.0,3423.0,4386.0,824.0,119.0
973,256.0,4205.0,3467.0,3428.0,4385.0,823.0,112.0
974,258.0,4213.0,3468.0,3434.0,4385.0,824.0,108.0
975,256.0,4279.0,3466.0,3450.0,4385.0,826.0,107.0
976,256.0,4292.0,3466.0,3476.0,4386.0,827.0,108.0
977,257.0,4315.0,3465.0,3449.0,4386.0,826.0,111.0
978,261.0,4269.0,3466.0,3391.0,4387.0,826.0,113.0
979,260.0,4214.0,3465.0,3349.0,4385.0,826.0,108.0
980,260.0,4169.0,3464.0,3356.0,4387.0,826.0,110.0
981,261.0,4104.0,3462.0,3318.0,4385.0,826.0,118.0
982,261.0,4054.0,3460.0,3308.0,4384.0,826.0,125.0
983,257.0,4032.0,3456.0,3268.0,4384.0,826.0,128.0
984,252.0,4022.0,3451.0,3191.0,4384.0,826.0,137.0
985,252.0,4005.0,3446.0,3131.0,4385.0,826.0,142.0
986,255.0,3924.0,3443.0,3083.0,4385.0,826.0,135.0
987,252.0,3902.0,3444.0,3098.0,4387.0,826.0,130.0
988,251.0,3905.0,3448.0,3113.0,4384.0,826.0,121.0
989,242.0,3884.0,3451.0,3093.0,4386.0,826.0,117.0
990,244.0,3871.0,3449.0,3087.0,4387.0,826.0,118.0
991,242.0,3829.0,3447.0,3087.0,4384.0,826.0,114.0
992,249.0,3764.0,3444.0,3138.0,4385.0,826.0,118.0
993,252.0,3832.0,3445.0,3131.0,4385.0,826.0,117.0
994,248.0,3847.0,3444.0,3139.0,4385.0,826.0,110.0
995,249.0,3846.0,3444.0,3096.0,4387.0,825.0,120.0
996,253.0,3842.0,3447.0,3040.0,4385.0,826.0,130.0
997,251.0,3836.0,3448.0,2996.0,4386.0,826.0,142.0
998,253.0,3831.0,3449.0,2941.0,4384.0,826.0,149.0
999,256.0,3833.0,3449.0,2882.0,4387.0,825.0,144.0
